respID,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther,whereLive,religion,religionOther
R_z7G1blu4AzsPVHX,,,European/Causasian,,,,,,,City,Jewish,
R_zdPGc6afq9rZhi9,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_Zq09yWv8x1O51WF,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_Zs0KtT3xcq91oWt,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_zS9yNgjH7wHMKtz,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_zVGnhTHxxhErdEB,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_ZwMsD2Ka9NRCnMl,,Asian,,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_zZI213fvtNXjUbf,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_07Hd8AaKYoA6eRP,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_0BYkMtKBsOl7POh,African American or Black,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_0lcEXDV4OqknJbH,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_0v1YxSk3Dagjk6B,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_10CtjeVOIFzH0OR,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_10TLvIqMWgSuLmX,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_11dBuSQ9RyA6GXQ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_12sf0zpxj9ZqGRx,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_12tiM3f4dxqizaH,,,European/Causasian,,,,,,,City,Other,Non-religious
R_12tNkRHtSvGBfpD,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1C1tktJTWCXJgNp,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1CEps8qlPhDpupm,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1Cyf6gcKMUcUs4l,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1CyGSMiGU9mRaOB,,,,,,,Native American,,,Rural area,Other,agnostic
R_1DBz8nXu2bYLjIN,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1DD0XT10shPzIYb,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1dh2Iygn7XSI3wI,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1DNjX1UQlU7paxR,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1Dpc8A38YAGQqPh,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1Duk6LmNI6th5md,,,,,,,,,,,,
R_1erF9cyQ0ETRlPf,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1etKkY9YVvaNaol,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1ezSXQjM39kT9iU,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1F2EijaqmyzV5WE,African American or Black,,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1f4c0D9RxwMI0mj,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1f8CdKYA0hKkk7F,,,,,,,,,,,,
R_1f8JkumBefqn3k4,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1F99ZB8Es6gYXIl,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1FCUGLXUZocuGUs,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1fd2JVfWKYFd7wm,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1FfAwvKxxI7Cu15,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1FFlwnWT1WEMcjq,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1FhxwKBQFbCCEgm,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1FS30NbzrsYhiki,,,,,,,,,,,,
R_1FsQW5y1fbf4gvI,,,,,,,,,,,,
R_1Ftz6hge9CVYzHS,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_1GPH1kSL1KkXFYi,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1GZCa64UbAC2IuX,,,,,,,,,,,,
R_1hDRG0HQdVbLJpF,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1HjKTLYL1zgF4jT,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1Hq8lIB975zLMrt,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1I6LK8bMoy1clRR,,Asian,European/Causasian,,,,,,,Suburb,Other,Agnostic
R_1Iag6Z0RoDiFPim,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1Ii6rDuAhkvVQeD,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1ILT85JziObqUWy,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_1INwmbYj4cyK5BC,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1IpjxdCTg1fNAqQ,,Asian,European/Causasian,,,,,,biracial,Suburb,Do not actively practice a particular religion,
R_1ISI2DCFXVvf8HF,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1ITsS5zIRghmbFd,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1IzRMk1HCUkPKQ1,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1j8GyMbyH6H7G36,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1jCVvfE6nDkAFTr,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1jJ4xIaDyRtYNgl,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1jNVvMdyYNEjJRX,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1JOCynMM67XG5dW,African American or Black,,,,,,Native American,,,Suburb,Do not actively practice a particular religion,
R_1jqd8xu1ibXRGlv,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1jvvSdwVcaNnuch,,,,,,,,,,,,
R_1k0NBjerhPM4h0X,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1Kehvia9xQV0Bvj,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1kI8sKkgfOXXvjf,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1KiOtuD6TtcsT0J,,,,,,,,,,,,
R_1KrMW13rTIsCvWx,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1kTeCqmuot8wwVl,,,European/Causasian,,,,,,,Suburb,,
R_1kTiM8zC7WpwHhm,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1kUIZn8g6WPmuK0,African American or Black,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1LcUtKfHFJr1FZ0,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1Le4fSIlRot24Vm,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1LLrSlez30g23x9,,,,,,,,,,,,
R_1LO7tb0QtQs5lMw,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1LOGYzT2QpbEIDQ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1LRHXYevSsKZFQr,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1lz8O38QIwzieLO,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1mCQfuk7qihcriI,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1mgTgx8ZHnZVass,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1mgwQuYGY0eo09u,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1MQDWT4CBkcxb2Y,,,,,,,,,,,,
R_1MSqMAgDtZpFXRh,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1MXSPMy4hdeQAm3,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1MZp7XZ9z2WKxsp,,,,,,,,,,,,
R_1n0FIdipcSVj4WB,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1N3x7YNfZ9fES56,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1NysIrAYjpGMcDa,,,,,,,,,,,,
R_1oFQ6OoHWMTRZ1M,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1oHzKVsvNW8SEOC,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1oiLzHFWPT2yS3I,,Asian,,,,,,,,Suburb,Hindu,
R_1OIToMxXVtKISo3,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_1ojogJKcOZ5JF9B,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1OkoZS203ZhbHEn,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1OqrTnHLbyUSP5e,,,,,,,,,,,,
R_1P72MHufzaI3mEn,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1pMRx7Yqap7kPKi,African American or Black,,,,,,Native American,,,Suburb,Spiritual practice not associated with a specific religion,
R_1pnDjMU859LHaMd,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1pPt5LgDyiJP2aW,,,,,,,,,,,,
R_1pQYUdlW8OTdtdY,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_1pXnu7rwkLTm5BD,African American or Black,,European/Causasian,,,,,,,City,Other,atheism
R_1pycErWeMuRicHk,,,European/Causasian,,,,,,,City,Buddhist,
R_1pZ5WPn68zpXFNe,,,,,,,,,,,,
R_1qg3hJZjfbVUgyf,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1QLStJieJ7SgZqd,African American or Black,,,,,,,,,Suburb,Muslim,
R_1rcd9blWvMhrftp,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1rdJjiy5NQiGvch,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1rJ5nf8Ome30nRx,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1rOZ4OGdnuTRpFc,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_1rpiRV2ln4bvLx0,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1SOCuHXtBqS8MF3,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1YBGmWLSEBdBPiR,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_206O1C5cWlrkr3X,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_20Pux7aVEAl0P9i,,,,,,,,,,,,
R_20SAV8c6uB92nVb,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_21FhgZqBqyUPidk,African American or Black,,,,,,,,,City,Buddhist,
R_22QgEXLLQnfAO1E,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_237frFjmU0zvFq2,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_237tx02g7dr1vWJ,,,,,,,,,,,,
R_23816UMUdNDO7Lf,,,European/Causasian,,,,,,,City,Other,no practice.
R_239oozK6XAvNf9F,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_23enqOGDE1hwyIU,,,,,,,,,,,,
R_247qtfOOR0URbNp,,,,,,,,,,,,
R_24c0Q8jR4u6QfSN,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_24hJ6kFYe2WDSsZ,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_25Nhh7V7vccKO5k,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_25WonSN8we5yBed,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_27e358IwPA59qOJ,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_28BfAh1ScG6jIf6,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_28Ja4Eogp0yNP3L,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_28NdACZuq35GY89,,,,Indian,,,,,,Suburb,Hindu,
R_294wVZCcDBNY0nn,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_297mkCj1mN77xgy,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_29nehMoZmL24EcD,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_29vvC6RSbstajsZ,,,,,,,,,,,,
R_2ab44rGd1Rd6vqK,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2akmRaF0Czyio6y,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_2AQBiHppvelvVjD,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_2AX2PMaj0UOyyRz,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2aY1I3KWgIeKE9X,,Asian,,,,,,,,Suburb,Buddhist,
R_2bDQYCkhwrQXSRL,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2BgFwG3mom5vQwz,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_2BnzByrjLfjW89R,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2bZvLOOgTCFpO79,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2c6BRFnaFuFzQWR,,,,,,,,,,,,
R_2chMFSSbFHAfmmR,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2cpjCN7OPgIDsCS,,,,,,"Latino, Hispanic, or Spanish",,,,City,Other,Catholic
R_2cqPxKMSoq3cyh5,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2CTDNN5ciB0QxbD,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2CV1x8Mqxir6VzP,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2Cxlj9INAQldG0L,African American or Black,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_2dMggdzMbaZbBZ1,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2dXfCPb85M6XVdL,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_2dXSjYPDTsTNMfV,,,,,,,,,,,,
R_2dyzpRpOBPF5Ojc,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2e2NGDfeEDihcA6,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2E5aMunlYjsCwgX,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_2E7fSh4iqxvYnHd,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2E9QN4oMJJMLfnI,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2EaWgWkxAGNneG5,,,,,,,,,,,,
R_2EtP4V6NHv9Enqs,African American or Black,Asian,European/Causasian,,,,Native American,,,City,Do not actively practice a particular religion,
R_2f0Ozx67oE2r5dE,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2fHYEXRqNNnFgFv,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2OJv9pz4oAXKqtd,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2OSzEGPZsvblC5E,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2PBz96zTcLCpIZx,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2PcC0zYCRwWjXrO,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2PdpM17nZ9sCz76,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2PimTQ6Lh6qveSK,,,European/Causasian,,Middle Eastern,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2Pkdk4DpRQJa5Ll,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_2QK9Tf9MWa82APc,,,,,,,,,,,,
R_2qqo5lfwa9yHY3D,,,,,,,,,,,,
R_2QzdQnmIc3uW1ia,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2QzHaY4dnI8LYg6,,,,,,,,,,,,
R_2R2ImwNoSClQi2n,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2R3zrXcyUL0fFaM,,,,,,,,,,,,
R_2R4xbMSy6CJX7gY,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_2RaVQSoDD13P9RC,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2rpvhkiKdCU5KAs,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2rVAzotK5akQnUy,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2s0e6tc8i9e4wvL,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_2SCrVJhQm2sQknG,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2SHbiPL0Y04msHz,,,,,,,,,,,,
R_2SqLlKrNVrVPcM2,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2SqxmGg0CpZLB3k,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2sT2dCksqTVonuy,,,European/Causasian,,,,,,,Suburb,Jewish,
R_2sXRsYHzqyGSu62,African American or Black,,,,,,,,,City,Spiritual practice not associated with a specific religion,
R_2sZQ8Ycnpp2xRJr,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2t567Qo4RPZSNmz,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2tagMGLQ3XOwYWG,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2tfnA6xrhbKIlL8,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2TRSLMkK5YRfrWH,,,,,,,,,,,,
R_2TuUIJXOlHb1Qc3,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2U9EX7DyklCpSGK,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2uJmX7g2xh5BG8p,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2upQEv8sH2df4cg,,Asian,,,,,,,,City,Other,sikh
R_2UYrYTDmv2Ilu6q,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2V3DAP3tPtJzWiY,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2V9Z9SyQqEm9v1P,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_2vbHOFTEbmfsVJL,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_2VfF5AoX0kvDHMu,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2VJaoa0ubdwhhjE,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2VjYrsoASr9EhZY,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2VlmHbCnBBiqny9,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2Vps5sAvlBnVTdC,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2VyyZ0BM4MYViHK,African American or Black,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2w4VJuyW6LmEKEH,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2wGgSG7GYOE5yiC,,,,,,,,,,,,
R_2whvPsQSKqWbRH1,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2wNxy5HY4QNCdyw,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2WST7YKncqlc5IB,,,European/Causasian,,,,Native American,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2WYG6h41pScL3Bq,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2X7n1imi51MurZY,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2XoCTS4ZFd2aMCS,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2xXAQ8JVS8gDkHb,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2y4bp5dJC2ES8qC,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2YaE0T02dxsAKro,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_2Yfe5BOPmMJdngH,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2YIZ4CgMuySEKu8,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2YJ9CZJeph2vTpp,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2YJM6Q9vUFkFus6,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2YK54rnnAM336eL,,,,,Middle Eastern,,,,,Suburb,Do not actively practice a particular religion,
R_2YLAmiWMdkwm269,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_2yqjkwcyU9At0A0,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_2YRGu5Bc2RNUWoF,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2ZBxQ8RU0nTDZkU,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2ZPsIwOK7vB5LRk,,,,,,,,,,,,
R_3067VfrAm5feXDq,,,,,,,,,,,,
R_30fbzadhOP5ptRz,,,European/Causasian,,,,,,,City,Muslim,
R_30jdLbmPyKlZ1Uf,,,,,,,,,,,,
R_31dxiy626NBAOff,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_31EDPuNHcodJrFh,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_31GTMZglCaAElau,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_31mXiMksu41qQyV,African American or Black,,,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_31sGY449AG9bQK0,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_31T9KZEWzaS5Yr9,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_31XYh1PwaKzuPFS,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
